_section,_species,_page,Areas Of Production,Areas for optimal production,Areas of Production,Areas of production,Biomass Yield(t/h a),Cane yield (t ha-1),Durat ion to matu rity (mon ths),Duratio n to maturit y (month s),Duratio n to maturit y (years),Duration to maturity ( days),Duration to maturity (days),Duration to maturity (months),Duration to maturity (months/day s),Duration to peak production (months),Economic production life (years),Flower yield (t ha-1 y-1),Fruit yield (kg tree-1 y-1),Grai n yiel d (t ha- 1),Grai n yiel d (t ha-1 ),Grain (G) and/or Forage(F ) yield (t ha-1 ),Grain yield (t ha- 1 ),Grain yield (t ha-1 ),Grain yield (t ha-1),Grain yield (t/ha),Grain yield(t ha-1 ),Grain yield(t/ ha),Green tea leaf yield (t ha-1 y- 1),Leaf Yield (t ha- 1),Lint yiel d (t ha- 1 ),Mainta iner and source,Maintai ner and seed source,Maintain er,Maintain er And Source,Maintain er and seed source,Maintain er and seedling source,Maintain er and source,Maintaine r,Maintaine r and Source,Maintaine r and seed source,Maintaine r and seedling source,Maintaine r and source,Maintainer,Maintainer and seed source,Maintainer and seedling source,Maintainer and source,Matu rity durat ion,Maturi ty duratio n,Maturi ty duratio n(mont hs),Maturit y duratio n(mont hs),Maturity Duration,Maturity Duration (months),Maturity duration,Maturity duration (years),Maturity duration( months),Maturity duration(mo nths),Maturity duration(months),Offici al Rele ase Nam e,Official Releas e Name,Official Release Name,Official Release name,Official Variety Name,Official Variety Release Name,Official release name,Official variety release Name,Official variety release name,Optimal producti on altitude range (Masl),Optimal productio n altitude range (Masl),Optimal production altitude (Masl),Optimal production altitude (masl),Optimal production altitude range (Masl),Optimal production altitude range (masl),Owne r(s),Owner (s) / Licensee,Owner( s),Owner( s) / License e,Owner( s) license e,Owner(S) Licensee,Owner(s ) / Licensee,Owner(s),Owner(s) / Licensee,Owner(s) / licensee,Owner(s) Licensee,Owner(s) licensee,Relea se name,Releas e Name,Releas e name,Release Name,Release name,Root yield (tha- 1 y-1),Root yield (tha-1 y- 1),Root yield (tha-1 y-1),Seed yield( t ha- 1),Special Attributes,Special attributes,Time to 50% flowering at 2551 m a s l (months),Tuber yield (t ha- 1),Tuber yield (t ha-1),Variety Code / Name,Variety Name,Variety Name/C ode,Variety Testing name/Co de,Variety name,Variety name/ Code,Variety name/ variety code,Variety name/cod e,Variety name/code,Variety testing name/c ode,Variety testing name/cod e,Year Of Release,Year of Releas e in kenya,Year of rele ase,Year of relea se,Year of releas e,Year of releas e in Kenya,Year of release,Year of release in Kenya,Year of release in kenya,Yiel d(t/ ha),Yield,Yield (T/Ha ),Yield (t/ha),Yield (t/ha) per tree,Yield( t/ha),Yield(t /ha),Yield(t/ ha),release name
TEA,"Camellia sinensis L.
Variety Official Year of Owner",8,,,,,,,,,4,,,,,,,,,,,,,,,,,,4-6,,,,,,,,,,,,,,,,,AHP Kericho,,,,,,,,,,,,,,,AHP CG 28V929,,,,,,,,,1100-2200,,,,,,,,,,,,AHP Kericho,,,,,,,,,,,,,, ND,,,,,,,,,,,,30. AHP CG 28V929,,,,,,,,,1982,,,,,,,,,,,
TEA,"Camellia sinensis L.
Variety Official Year of Owner",8,,,,,,,,,4,,,,,,,,,,,,,,,,,,2-4,,,,,,,,,,,,,,,,,AHP Kericho,,,,,,,,,,,,,,,AHP S 1/99,,,,,,,,,1100-2200,,,,,,,,,,,,AHP Kericho,,,,,,,,,,,,,, ND,,,,,,,,,,,,31. AHP S 1/99,,,,,,,,,1984,,,,,,,,,,,
TEA,"Camellia sinensis L.
Variety Official Year of Owner",8,,,,,,,,,3-4,,,,,,,,,,,,,,,,,,3.6-5.7,,,,,,,,,,,,,,,,,TRFK,,,,,,,,,,,,,,,TRF 303/178,,,,,,,,,1600-2300,,,,,,,,,,,,TRFK,,,,,,,,,,,,,, ND,,,,,,,,,,,,32. TRF 303/178,,,,,,,,,1986,,,,,,,,,,,
TEA,"Camellia sinensis L.
Variety Official Year of Owner",8,,,,,,,,,3-4,,,,,,,,,,,,,,,,,,3.9-5.3,,,,,,,,,,,,,,,,,TRFK,,,,,,,,,,,,,,,TRF 303/216,,,,,,,,,1600-2300,,,,,,,,,,,,TRFK,,,,,,,,,,,,,, ND,,,,,,,,,,,,33. TRF 303/216,,,,,,,,,1986,,,,,,,,,,,
TEA,"Camellia sinensis L.
Variety Official Year of Owner",8,,,,,,,,,3-4,,,,,,,,,,,,,,,,,,3.1-4.8,,,,,,,,,,,,,,,,,TRFK,,,,,,,,,,,,,,,TRF 54/40,,,,,,,,,1600-2300,,,,,,,,,,,,TRFK,,,,,,,,,,,,,, ND,,,,,,,,,,,,34. TRF 54/40,,,,,,,,,1986,,,,,,,,,,,
TEA,"Camellia sinensis L.
Variety Official Year of Owner",8,,,,,,,,,4,,,,,,,,,,,,,,,,,,5-7,,,,,,,,,,,,,,,,,AHP Kericho,,,,,,,,,,,,,,,AHP SC 12/29,,,,,,,,,1100-2200,,,,,,,,,,,,AHP Kericho,,,,,,,,,,,,,, Resistant to mites,,,,,,,,,,,,35. AHP SC 12/29,,,,,,,,,1987,,,,,,,,,,,
TEA,"Camellia sinensis L.
Variety Official Year of Owner",8,,,,,,,,,3-4,,,,,,,,,,,,,,,,,,3.0-4.2,,,,,,,,,,,,,,,,,TRFK,,,,,,,,,,,,,,,TRF 303/259,,,,,,,,,1600-2300,,,,,,,,,,,,TRFK,,,,,,,,,,,,,, Drought tolerant,,,,,,,,,,,,36. TRF 303/259,,,,,,,,,1988,,,,,,,,,,,
TEA,"Camellia sinensis L.
Variety Official Year of Owner",8,,,,,,,,,4,,,,,,,,,,,,,,,,,,5-8,,,,,,,,,,,,,,,,,AHP Kericho,,,,,,,,,,,,,,,AHP SF 186,,,,,,,,,1100-2200,,,,,,,,,,,,AHP Kericho,,,,,,,,,,,,,, Resistant to mites  Easy to pluck  High quality,,,,,,,,,,,,37. AHP SF 186,,,,,,,,,1988,,,,,,,,,,,
TEA,"Camellia sinensis L.
Variety Official Year of Owner",8,,,,,,,,,3-4,,,,,,,,,,,,,,,,,,4.2,,,,,,,,,,,,,,,,,TRFK,,,,,,,,,,,,,,,TRF 303/259,,,,,,,,,1600-2300,,,,,,,,,,,,TRFK,,,,,,,,,,,,,, ND,,,,,,,,,,,,38. TRF 303/259,,,,,,,,,1988,,,,,,,,,,,
TEA,"Camellia sinensis L.
Variety Official Year of Owner",8,,,,,,,,,3-4,,,,,,,,,,,,,,,,,,3.0-4.5,,,,,,,,,,,,,,,,,TRFK,,,,,,,,,,,,,,,TRF 56/89,,,,,,,,,1600-2300,,,,,,,,,,,,TRFK,,,,,,,,,,,,,, ND,,,,,,,,,,,,39. TRF 56/89,,,,,,,,,1988,,,,,,,,,,,
TEA,"Camellia sinensis L.
Variety Official Year of Owner",9,,,,,,,,,3-4,,,,,,,,,,,,,,,,,,4.3-7.8,,,,,,,,,,,,,,,,,TRFK,,,,,,,,,,,,,,,TRF 303/577,,,,,,,,,1600-2300,,,,,,,,,,,,TRFK,,,,,,,,,,,,,, Good recovery from prune and easy to prune,,,,,,,,,,,,40. TRF 303/577,,,,,,,,,1989,,,,,,,,,,,
TEA,"Camellia sinensis L.
Variety Official Year of Owner",9,,,,,,,,,3-4,,,,,,,,,,,,,,,,,,3.0-3.9,,,,,,,,,,,,,,,,,TRFK,,,,,,,,,,,,,,,TRF 303/999,,,,,,,,,1600-2300,,,,,,,,,,,,TRFK,,,,,,,,,,,,,, Tolerant to high soil pH Drought tolerant,,,,,,,,,,,,41. TRF 303/999,,,,,,,,,1989,,,,,,,,,,,
TEA,"Camellia sinensis L.
Variety Official Year of Owner",9,,,,,,,,,3-4,,,,,,,,,,,,,,,,,,3.6-3.4,,,,,,,,,,,,,,,,,TRFK,,,,,,,,,,,,,,,TRF 303/231,,,,,,,,,1600-2300,,,,,,,,,,,,TRFK,,,,,,,,,,,,,, Drought tolerant Wide adaptation,,,,,,,,,,,,42. TRF 303/231,,,,,,,,,1989,,,,,,,,,,,
TEA,"Camellia sinensis L.
Variety Official Year of Owner",9,,,,,,,,,3-4,,,,,,,,,,,,,,,,,,3.4-5.1,,,,,,,,,,,,,,,,,TRFK,,,,,,,,,,,,,,,TRF 303/1199,,,,,,,,,1600-2300,,,,,,,,,,,,TRFK,,,,,,,,,,,,,, Easy to pluck good quality,,,,,,,,,,,,43. TRF 303/1199,,,,,,,,,1989,,,,,,,,,,,
TEA,"Camellia sinensis L.
Variety Official Year of Owner",9,,,,,,,,,4,,,,,,,,,,,,,,,,,,5-8,,,,,,,,,,,,,,,,,AHP Kericho,,,,,,,,,,,,,,,AHP SC 20/13,,,,,,,,,1100-2200,,,,,,,,,,,,AHP Kericho,,,,,,,,,,,,,, Moderately drought tolerant  Easy to pluck,,,,,,,,,,,,44. AHP SC 20/13,,,,,,,,,1992,,,,,,,,,,,
TEA,"Camellia sinensis L.
Variety Official Year of Owner",9,,,,,,,,,4,,,,,,,,,,,,,,,,,,5-8,,,,,,,,,,,,,,,,,AHP Kericho,,,,,,,,,,,,,,,AHP SC 31/37,,,,,,,,,1100-2200,,,,,,,,,,,,AHP Kericho,,,,,,,,,,,,,, High yielding  Tolerant to mites,,,,,,,,,,,,45. AHP SC 31/37,,,,,,,,,1992,,,,,,,,,,,
TEA,"Camellia sinensis L.
Variety Official Year of Owner",9,,,,,,,,,3-4,,,,,,,,,,,,,,,,,,3.5-4.4,,,,,,,,,,,,,,,,,TRFK,,,,,,,,,,,,,,,TRF 303/178,,,,,,,,,1600-2300,,,,,,,,,,,,TRFK,,,,,,,,,,,,,, ND,,,,,,,,,,,,46. TRF 303/178,,,,,,,,,1994,,,,,,,,,,,
TEA,"Camellia sinensis L.
Variety Official Year of Owner",9,,,,,,,,,3-4,,,,,,,,,,,,,,,,,,3.1-3.8,,,,,,,,,,,,,,,,,TRFK,,,,,,,,,,,,,,,TRF 303/152,,,,,,,,,1600-2300,,,,,,,,,,,,TRFK,,,,,,,,,,,,,, Sprawling branches,,,,,,,,,,,,47. TRF 303/152,,,,,,,,,1994,,,,,,,,,,,
TEA,"Camellia sinensis L.
Variety Official Year of Owner",9,,,,,,,,,3-4,,,,,,,,,,,,,,,,,,3.3-4.5,,,,,,,,,,,,,,,,,TRFK,,,,,,,,,,,,,,,TRF 303/156,,,,,,,,,1600-2300,,,,,,,,,,,,TRFK,,,,,,,,,,,,,, Resistant to red crevice mites,,,,,,,,,,,,48. TRF 303/156,,,,,,,,,1994,,,,,,,,,,,
TEA,"Camellia sinensis L.
Variety Official Year of Owner",9,,,,,,,,,3-4,,,,,,,,,,,,,,,,,,3.0-5.7,,,,,,,,,,,,,,,,,TRFK,,,,,,,,,,,,,,,TRF 303/179,,,,,,,,,1600-2300,,,,,,,,,,,,TRFK,,,,,,,,,,,,,, Drought & mite resistant,,,,,,,,,,,,49. TRF 303/179,,,,,,,,,1994,,,,,,,,,,,
TEA,"Camellia sinensis L.
Variety Official Year of Owner",9,,,,,,,,,3-4,,,,,,,,,,,,,,,,,,3.0-4.0,,,,,,,,,,,,,,,,,TRFK,,,,,,,,,,,,,,,TRF 303/186,,,,,,,,,1600-2300,,,,,,,,,,,,TRFK,,,,,,,,,,,,,, Good recovery from prune,,,,,,,,,,,,50. TRF 303/186,,,,,,,,,1994,,,,,,,,,,,
TEA,"Camellia sinensis L.
Variety Official Year of Owner",9,,,,,,,,,4,,,,,,,,,,,,,,,,,,5-6,,,,,,,,,,,,,,,,,AHP Kericho,,,,,,,,,,,,,,,AHP SKM 30/52,,,,,,,,,1100-2200,,,,,,,,,,,,AHP Kericho,,,,,,,,,,,,,, Drought tolerant  Resistant to mites,,,,,,,,,,,,51. AHP SKM 30/52,,,,,,,,,1995,,,,,,,,,,,
TEA,"Camellia sinensis L.
Variety Official Year of Owner",9,,,,,,,,,3-4,,,,,,,,,,,,,,,,,,3.0-4.2,,,,,,,,,,,,,,,,,TRFK,,,,,,,,,,,,,,,TRF 337/138,,,,,,,,,1600-2300,,,,,,,,,,,,TRFK,,,,,,,,,,,,,, Moderately resistant to mites,,,,,,,,,,,,52. TRF 337/138,,,,,,,,,1995,,,,,,,,,,,
TEA,"Camellia sinensis L.
Variety Official Year of Owner",9,,,,,,,,,3-4,,,,,,,,,,,,,,,,,,3.0-4.2,,,,,,,,,,,,,,,,,TRFK,,,,,,,,,,,,,,,TRF 337/3,,,,,,,,,1600-2300,,,,,,,,,,,,TRFK,,,,,,,,,,,,,, Moderate resistant to mites,,,,,,,,,,,,53. TRF 337/3,,,,,,,,,1995,,,,,,,,,,,
TEA,"Camellia sinensis L.
Variety Official Year of Owner",9,,,,,,,,,3-4,,,,,,,,,,,,,,,,,,3.0-4.4,,,,,,,,,,,,,,,,,TRFK,,,,,,,,,,,,,,,TRF 338/13,,,,,,,,,1600-2300,,,,,,,,,,,,TRFK,,,,,,,,,,,,,, Drought tolerant  Rapid field establishment,,,,,,,,,,,,54. TRF 338/13,,,,,,,,,1995,,,,,,,,,,,
TEA,"Camellia sinensis L.
Variety Official Year of Owner",9,,,,,,,,,3-4,,,,,,,,,,,,,,,,,,3.0-4.5,,,,,,,,,,,,,,,,,TRFK,,,,,,,,,,,,,,,TRF 347/26,,,,,,,,,1600-2300,,,,,,,,,,,,TRFK,,,,,,,,,,,,,, Drought tolerant good quality,,,,,,,,,,,,55. TRF 347/26,,,,,,,,,1995,,,,,,,,,,,
TEA,"Camellia sinensis L.
Variety Official Year of Owner",9,,,,,,,,,3-4,,,,,,,,,,,,,,,,,,3.0-4.5,,,,,,,,,,,,,,,,,TRFK,,,,,,,,,,,,,,,TRF 347/314,,,,,,,,,1600-2300,,,,,,,,,,,,TRFK,,,,,,,,,,,,,, Drought tolerant good quality,,,,,,,,,,,,56. TRF 347/314,,,,,,,,,1995,,,,,,,,,,,
TEA,"Camellia sinensis L.
Variety Official Year of Owner",9,,,,,,,,,4,,,,,,,,,,,,,,,,,,5-7,,,,,,,,,,,,,,,,,AHP Kericho,,,,,,,,,,,,,,,AHP SC 11/1,,,,,,,,,1100-2200,,,,,,,,,,,,AHP Kericho,,,,,,,,,,,,,, Drought tolerant,,,,,,,,,,,,57. AHP SC 11/1,,,,,,,,,1997,,,,,,,,,,,
TEA,"Camellia sinensis L.
Variety Official Year of Owner",10,,,,,,,,,4,,,,,,,,,,,,,,,,,,5-7,,,,,,,,,,,,,,,,,AHP Kericho,,,,,,,,,,,,,,,AHP SC 11/9,,,,,,,,,1100-2200,,,,,,,,,,,,AHP Kericho,,,,,,,,,,,,,, Drought tolerant,,,,,,,,,,,,58. AHP SC 11/9,,,,,,,,,1997,,,,,,,,,,,
TEA,"Camellia sinensis L.
Variety Official Year of Owner",10,,,,,,,,,3-4,,,,,,,,,,,,,,,,,,4.0-4.5,,,,,,,,,,,,,,,,,George Williamson Kenya,,,,,,,,,,,,,,,GW /EJULU-L,,,,,,,,,1600-2000,,,,,,,,,,,,George Williamso n Kenya,,,,,,,,,,,,,, Very brisk thick bright liquor,,,,,,,,,,,,59. GW /EJULU-L,,,,,,,,,2000,,,,,,,,,,,
TEA,"Camellia sinensis L.
Variety Official Year of Owner",10,,,,,,,,,3-4,,,,,,,,,,,,,,,,,,4.1-5.2,,,,,,,,,,,,,,,,,TRFK,,,,,,,,,,,,,,,TRF 301/4,,,,,,,,,1600-2300,,,,,,,,,,,,TRFK,,,,,,,,,,,,,, Drought tolerant  Rich in caffeine,,,,,,,,,,,,60. TRF 301/4,,,,,,,,,2002,,,,,,,,,,,
TEA,"Camellia sinensis L.
Variety Official Year of Owner",10,,,,,,,,,3-4,,,,,,,,,,,,,,,,,,4.0-5.9,,,,,,,,,,,,,,,,,TRFK,,,,,,,,,,,,,,,TRF 301/5,,,,,,,,,1600-2300,,,,,,,,,,,,TRFK,,,,,,,,,,,,,, Drought tolerant,,,,,,,,,,,,61. TRF 301/5,,,,,,,,,2002,,,,,,,,,,,
TEA,"Camellia sinensis L.
Variety Official Year of Owner",10,,,,,,,,,3-5,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,TRFK,,,,,,,,,,,,,,,TRFK 430/90,,,,,,,,,1500-2400,,,,,,,,,,,,TRFK,,,,,,,,,,,,,, Drought tolerant  High quality for tea manufacture & extraction of polyphenols for green tea  Resistant to mites and root knot nematode  Upright growth habit ideal for machine harvesting,,,,,,,,,,,,62. TRFK 430/90,,,,,,,,,2008,,,,,,,,,,,
TEA,"Camellia sinensis L.
Variety Official Year of Owner",10,,,,,,,,,3-5,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,TRFK,,,,,,,,,,,,,,,TRFK 371/3,,,,,,,,,1500-2400,,,,,,,,,,,,TRFK,,,,,,,,,,,,,, Drought tolerant  High quality for tea manufacture & extraction of polyphenols for green tea  Resistant to mites and root knot nematode,,,,,,,,,,,,63. TRFK 371/3,,,,,,,,,2008,,,,,,,,,,,
TEA,"Camellia sinensis L.
Variety Official Year of Owner",10,,,,,,,,,3-4,,,,,,,,,,,,,,,,,,13 - 15,,,,,,,,,,,,,,,,,TRFK,,,,,,,,,,,,,,,TRFK 306,,,,,,,,,1600 - 2300,,,,,,,,,,,,TRFK,,,,,,,,,,,,,," Anthocyanin-rich (purple pigmentation) – medicinal tea product  Drought, frost, disease and pest resistant  High content and quality of tea seed oil  Wide adaptability and suitable for",,,,,,,,,,,,64. TRFK 306,,,,,,,,,2011,,,,,,,,,,,
SWEET POTATO,"Ipomea batatas
Variety Official Year Owner",11,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,KARI (Mtwapa ),,,,,,,,,,,,,,,,,,,,,,,,,,,Mtwapa 8,,,,,,,,,,,1-1500,,,,,,,,,KARI,,,,,,,,,,,10-20,,,, Low fibre  High beta carotene,,,,,,,,,,,,1. Mtwap a 8,,,,,,1998,,,,,,,,,,,,,,
SWEET POTATO,"Ipomea batatas
Variety Official Year Owner",11,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,KARI,,,,,,,,,,,,,,,,,,,,,,,,,,,Jayalo,,,,,,,,,,,1-200,,,,,,,,,KARI,,,,,,,,,,,10-15,,,, Good for piece meal harvesting,,,,,,,,,,,,2. Jayalo,,,,,,1998,,,,,,,,,,,,,,
SWEET POTATO,"Ipomea batatas
Variety Official Year Owner",11,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,KARI,,,,,,,,,,,,,,,,,,,,,,,,,,,22/77,,,,,,,,,,,1-800,,,,,,,,,KARI,,,,,,,,,,,10-20,,,, Good for piece meal harvesting,,,,,,,,,,,,3. 22/77,,,,,,1998,,,,,,,,,,,,,,
SWEET POTATO,"Ipomea batatas
Variety Official Year Owner",11,,,,,,,,,,,,3-4,,,,,,,,,,,,,,,,,,,,KARI (Katuma ni),,,,,,,,,,,,,,,,,,,,,,,,,,,KSP 20(Wanjug u),,,,,,,,,,,250-1750,,,,,,,,,KARI,,,,,,,,,,,20,,,, High carotene levels  Red skinned,,,,,,,,,,,,4. KSP 20 (Wanju gu),,,,,,2000,,,,,,,,,,,,,,
SWEET POTATO,"Ipomea batatas
Variety Official Year Owner",11,,,,,,,,,,,,3-4,,,,,,,,,,,,,,,,,,,,KARI- Kakameg a,,,,,,,,,,,,,,,,,,,,,,,,,,,SPK 004,,,,,,,,,,,1300-2000,,,,,,,,,KARI,,,,,,,,,,,13-20,,,, High beta carotene,,,,,,,,,,,,5. SPK 004,,,,,,2001,,,,,,,,,,,,,,
SWEET POTATO,"Ipomea batatas
Variety Official Year Owner",11,,,,,,,,,,,,3-4,,,,,,,,,,,,,,,,,,,,KARI- Kakameg a,,,,,,,,,,,,,,,,,,,,,,,,,,,Kemb 10,,,,,,,,,,,1300-2000,,,,,,,,,KARI,,,,,,,,,,,16-25,,,, High yielding,,,,,,,,,,,,6. Kemb 10,,,,,,2001,,,,,,,,,,,,,,
SWEET POTATO,"Ipomea batatas
Variety Official Year Owner",11,,,,,,,,,,,,4-5,,,,,,,,,,,,,,,,,,,,KARI- Kakameg a,,,,,,,,,,,,,,,,,,,,,,,,,,,SPK 013,,,,,,,,,,,1200 - 1400,,,,,,,,,KARI,,,,,,,,,,,21-35,,,, Low underground stability,,,,,,,,,,,,7. SPK 013,,,,,,2001,,,,,,,,,,,,,,
SWEET POTATO,"Ipomea batatas
Variety Official Year Owner",11,,,,,,,,,,,,4-5,,,,,,,,,,,,,,,,,,,,KARI- Kakameg a,,,,,,,,,,,,,,,,,,,,,,,,,,,Mugande,,,,,,,,,,,1300-2000,,,,,,,,,KARI,,,,,,,,,,,15-25,,,, Early maturing,,,,,,,,,,,,8. Mugan de,,,,,,2001,,,,,,,,,,,,,,
SWEET POTATO,"Ipomea batatas
Variety Official Year Owner",11,,,,,,,,,,,,3-4,,,,,,,,,,,,,,,,,,,,KARI KATUMA NI,,,,,,,,,,,,,,,,,,,,,,,,,,,Ksp0047,,,,,,,,,,,"Warm, Semi-arid areas, 800 – 1000 m.a.s.l., Good for hill masses of Taita, and makueni districts",,,,,,,,,KARI,,,,,,,,,,,25,,,, Light orange fleshed  High ß carotene content,,,,,,,,,,,,9. Ksp004 7,,,,,,2010,,,,,,,,,,,,,,
SWEET POTATO,"Ipomea batatas
Variety Official Year Owner",12,,,,,,,,,,,,3-4,,,,,,,,,,,,,,,,,,,,KARI KATUMA NI,,,,,,,,,,,,,,,,,,,,,,,,,,,Ksp0072,,,,,,,,,,,"central.Warm, Semi-arid areas, 600 –1400 m.a.s.l. Yield well in coffee zone of eastern and",,,,,,,,,KARI,,,,,,,,,,,22,,,, Light orange fleshed  High ß carotene content,,,,,,,,,,,,10. Ksp007 2,,,,,,2010,,,,,,,,,,,,,,
SWEET POTATO,"Ipomea batatas
Variety Official Year Owner",12,,,,,,,,,,,,3-4,,,,,,,,,,,,,,,,,,,,KARI KATUMA NI,,,,,,,,,,,,,,,,,,,,,,,,,,,Ksp0084,,,,,,,,,,,"Warm, Semi-arid areas, 600 – 1800 m.a.s.l. Recommended for the coffee and lower areas",,,,,,,,,KARI,,,,,,,,,,,20,,,, Light orange fleshed  High ß carotene content  Duo purpose,,,,,,,,,,,,11. Ksp008 4,,,,,,2010,,,,,,,,,,,,,,
SWEET POTATO,"Ipomea batatas
Variety Official Year Owner",12,,,,,,,,,,,,3-4,,,,,,,,,,,,,,,,,,,,KARI KATUMA NI,,,,,,,,,,,,,,,,,,,,,,,,,,,Ksp0154,,,,,,,,,,,"Warm, Semi-arid areas, 800 – 1800 m.a.s.l. Good for the Coffee zone (Thika, muranga South, Kandara, Kangundo)",,,,,,,,,KARI,,,,,,,,,,,23,,,, Light orange fleshed  High ß carotene content,,,,,,,,,,,,12. Ksp015 4,,,,,,2010,,,,,,,,,,,,,,
SWEET POTATO,"Ipomea batatas
Variety Official Year Owner",12,,,,,,,,,,,,4-5,,,,,,,,,,,,,,,,,,,,KARI- Kakameg a,,,,,,,,,,,,,,,,,,,,,,,,,,,Mwavuli-1,,,,,,,,,,,1200-1800,,,,,,,,,KARI- Kakameg a,,,,,,,,,,,22.0 (40.0),,,, High root yield  High DM  Dual purpose,,,,,,,,,,,,13. Mwavul i,,,,,,2011,,,,,,,,,,,,,,
SWEET POTATO,"Ipomea batatas
Variety Official Year Owner",12,,,,,,,,,,,,4-5,,,,,,,,,,,,,,,,,,,,KARI- Kakameg a,,,,,,,,,,,,,,,,,,,,,,,,,,,Limara,,,,,,,,,,,1200-1700,,,,,,,,,KARI- Kakameg a,,,,,,,,,,,15.4-25,,,, Very Resistant to virus disease,,,,,,,,,,,,14. 91-218,,,,,,2011,,,,,,,,,,,,,,
SWEET POTATO,"Ipomea batatas
Variety Official Year Owner",12,,,,,,,,,,,,4-5,,,,,,,,,,,,,,,,,,,,KARI- Kakameg a,,,,,,,,,,,,,,,,,,,,,,,,,,,Rachar,,,,,,,,,,,1200-1680,,,,,,,,,KARI- Kakameg a,,,,,,,,,,,14.2 (34.0)*,,,, Virus resistant,,,,,,,,,,,,15. 292-H- 12,,,,,,2011,,,,,,,,,,,,,,
SWEET POTATO,"Ipomea batatas
Variety Official Year Owner",12,,,,,,,,,,,,4-5,,,,,,,,,,,,,,,,,,,,KARI- Kakameg a,,,,,,,,,,,,,,,,,,,,,,,,,,,Haraka,,,,,,,,,,,1300-1600,,,,,,,,,KARI- Kakameg a,,,,,,,,,,,16.3,,,, Orange-fleshed  High DM,,,,,,,,,,,,16. 56682- 03,,,,,,2011,,,,,,,,,,,,,,
SWEET POTATO,"Ipomea batatas
Variety Official Year Owner",12,,,,,,,,,,,,5-6,,,,,,,,,,,,,,,,,,,,KARI- Kakameg a,,,,,,,,,,,,,,,,,,,,,,,,,,,Lisamu-DP,,,,,,,,,,,1200-1600,,,,,,,,,KARI- Kakameg a,,,,,,,,,,,15.1- 34.4,,,, Orange-fleshed  High DM,,,,,,,,,,,,17. K117,,,,,,2011,,,,,,,,,,,,,,
SWEET POTATO,"Ipomea batatas
Variety Official Year Owner",12,,,,,,,,,,,,4-5,,,,,,,,,,,,,,,,,,,,KARI- Kakameg a,,,,,,,,,,,,,,,,,,,,,,,,,,,Kabode,,,,,,,,,,,"1,200-1,800",,,,,,,,,KARI,,,,,,,,,,,16-25,,,, High β- carotene content  Tolerant to sweet-potato viruses,,,,,,,,,,,,18. Kabode,,,,,,2013,,,,,,,,,,,,,,
SWEET POTATO,"Ipomea batatas
Variety Official Year Owner",13,,,,,,,,,,,,4-5,,,,,,,,,,,,,,,,,,,,KARI- Kakameg a,,,,,,,,,,,,,,,,,,,,,,,,,,,Vitamu,,,,,,,,,,,"1,200-1,800",,,,,,,,,KARI,,,,,,,,,,,15-22,,,, High carotene  High dry content  Tolerance to virus diseases,,,,,,,,,,,,19. VITAA,,,,,,2013,,,,,,,,,,,,,,
SWEET POTATO,"Ipomea batatas
Variety Official Year Owner",13,,,,,,,,,,,,6-7,,,,,,,,,,,,,,,,,,,,KARI- Njoro,,,,,,,,,,,,,,,,,,,,,,,,,,,Kenspot- 1(Nyawo),,,,,,,,,,,"1,700-2,300 metres in Eldama-Ravine, Lare, Njoro, and Kakamega",,,,,,,,,KARI,,,,,,,,,,,15-25,,,, Fairly High Dry Matter  Yellow fleshed  Average acceptability,,,,,,,,,,,,20. KNSP 013,,,,,,2013,,,,,,,,,,,,,,
SWEET POTATO,"Ipomea batatas
Variety Official Year Owner",13,,,,,,,,,,,,6-7,,,,,,,,,,,,,,,,,,,,KARI- Njoro,,,,,,,,,,,,,,,,,,,,,,,,,,,Kenspot-2,,,,,,,,,,,"1700-1900 metres in the highlands of Kakamega, Lanet and Kabianga",,,,,,,,,KARI,,,,,,,,,,,15-46,,,, Moderate Dry Matter  White-fleshed  High acceptability rating,,,,,,,,,,,,21. KNSP 016,,,,,,2013,,,,,,,,,,,,,,
SWEET POTATO,"Ipomea batatas
Variety Official Year Owner",13,,,,,,,,,,,,7-6,,,,,,,,,,,,,,,,,,,,KARI- Njoro,,,,,,,,,,,,,,,,,,,,,,,,,,,Kenspot-3,,,,,,,,,,,"1,900-23,00 metres in Njoro,Eldama- Ravine, Kakamega",,,,,,,,,KARI,,,,,,,,,,,10-27,,,, High Dry Matter content  Orange-fleshed (avg.β- carotene content  Average acceptability,,,,,,,,,,,,22. KNSP01 0/6 (1),,,,,,2013,,,,,,,,,,,,,,
SWEET POTATO,"Ipomea batatas
Variety Official Year Owner",13,,,,,,,,,,,,6-7,,,,,,,,,,,,,,,,,,,,KARI- Njoro,,,,,,,,,,,,,,,,,,,,,,,,,,,Kenspot-4,,,,,,,,,,,"1,700-2,300 metres in Eldama-Ravine, Kakamega, Njoro,Kabianga",,,,,,,,,KARI,,,,,,,,,,,10-27,,,, High Dry Matter content  Orange-fleshed (avg.β- carotene content  Average acceptability,,,,,,,,,,,,23. KNSP 06/1-2,,,,,,2013,,,,,,,,,,,,,,
